NAVID;Français
3982;Récessus supra-omental (Ru)
3983;Omentum [Épiploon]
3984;Paroi superficielle
3985;Paroi profonde
3986;Ligament gastrophrénique
3987;Ligament gastrosplénique
3988;Ligament phrénicosplénique
3989;Ligament splénorénal
3990;Voile omental
3991;Mésoduodénum
3992;Mésentère
3993;Racine du mésentère
3994;Mésojéjunum
3995;Méso-ilium
3996;Mésocôlon
3997;Mésocôlon ascendant
3998;Mésocôlon transverse
3999;Mésocôlon descendant
4000;Mésocôlon sigmoïde
4001;Mésorectum
4002;Petit omentum
4003;Ligament hépatogastrique
4004;Ligament hépatoduodénal
4005;Ligament falciforme du foie
4006;Ligament coronaire du foie
4007;Ligament triangulaire droit
4008;Ligament triangulaire gauche
4009;Ligament hépatorénal
4010;Pli duodénocolique
4011;Récessus duodénal caudal
4012;Pli iléocecal
4013;Pli cecocolique (eq)
4014;Ligament médian de la vessie
4015;Ligament latéral de la vessie
4016;Triangle inguinal
4017;Fosse inguinale latérale
4018;Mésoductus déférent
4019;Pli génital
4020;Ligament large de l'utérus
4021;Mésometrium
4022;Mésosalpinx
4023;Mésovarium
4024;Mésovarium proximal
4025;Mésovarium distal
4026;Bourse ovarique
4027;Ligament suspenseur de l'ovaire
4028;Excavation rectogénitale
4029;Fosse pararectale
4030;Excavation vésicogénitale
4031;Excavation pubovésicale
4032;Espace rétropéritonéal
4033;Système endocrinien
4034;Glandes endocrines
4035;Glande thyroïde
4036;Lobe de la glande thyroïde [droit et gauche]
4037;Isthme glandulaire (Car-bo)
4038;Isthme fibreux (ov, cap, eq)
4039;Lobe pyramidal
4040;Capsule fibreuse
4041;Lobules
4042;Follicules
4043;Gland thyroïde accessoire
4044;Glande parathyroïdienne interne [IV]
4045;Glande parathyroïdienne externe [III]
4046;Hypophyse [Glande pituitaire]
4047;Adénohypophyse
4048;Partie tubéreuse
4049;Partie intermédiaire
4050;Partie distale
4051;(Partie pharyngée)
4052;Neurohypophyse
4053;Infundibulum pituitaire
4054;Racine hypophysaire
4055;Partie pituitaire creuse
4056;Partie pituitaire compacte
4057;Partie distale de la neurohypophyse
4058;Cavité de la glande pituitaire
4059;Glande surrénale
4060;Surface ventrale de la glande surrénale
4061;Surface dorsale de la glande surrénale
4062;Bord latérale de la glande surrénale
4063;Bord médial de la glande surrénale
4064;Hile de la glande surrénale
4065;Capsule de la glande surrénale
4066;Cortex de la glande surrénale
4067;Moelle de la glande surrénale
4068;(Ganglions surrénaux accessoires)
4069;Ilots pancréatiques
4070;Angiologie
4070;Termes généraux d'angiologie
4071;Vaisseau collatéral
4072;Vaisseau anastomotique
4073;Plexus vasculaire
4074;Rete mirabile
4075;Artère
4076;Anastomose artérioveineuse
4077;Arc artériel
4078;Arc veineux
4079;Plexus artériel
4080;Cercle vasculaire articulaire
4081;Veine
4082;Veine cutanée
4083;Veine satellite
4084;Veinule
4085;Valve veineuse
4086;Valvule veineuse
4087;Plexus veineux
4088;Réseau veineux
4089;Sinus veineux
4090;Veine émissaire
4091;Vaisseau capillaire
4092;Capillaire lymphatique
4093;Valve lymphatique
4094;Lymphonodus hemalis
4095;Citerne
4096;Tunique extérieur
4097;Tunique media
4098;Tunique intime
4099;Vaisseau vasculaire
4100;Sang
4101;Lymphe
4102;Péricarde
4103;Péricarde fibreux
4104;Ligaments sternopéricardiques
4105;Ligament sternopéricardique
4106;Ligament phrénicopéricardique
4107;Séreuse du péricarde
4108;Couche pariétale
4109;Couche viscérale [Epicarde]
4110;Cavité péricardique
4111;Sinus péricardique transverse
4112;Sinus péricardique oblique
4113;Coeur
4114;Base du coeur
4115;Face auriculaire
4116;Face atriale
4117;Bord ventriculaire droit
4118;Bord ventriculaire gauche
4119;Apex du coeur
4120;Incisure du coeur
4121;Sillon paraconal interventriculaire
4122;Sillon sous-sinus interventriculaire
4123;Sillon coronaire
4124;Ventricule du cœur
4125;Septum interventriculaire
4126;Partie musculaire
4127;Partie membraneuse
4128;Septum atrioventriculaire
4129;Atrium du cœur
4130;Auricule de l'atrium
4131;Septum interatrial
4132;Ouverture auriculoventriculaire [droite et gauche]
4133;Orifice du tronc pulmonaire
4134;Ostium aortique
4135;Trabécules
4136;Ouvertures des petites veines cardiaques
4137;Vortex du coeur
4138;Muscles papillaires
4139;Corde tendineuse
4140;Triangles fibreux
4141;Anneaux fibreux
4142;Cartilage du cœur
4143;Os du cœur
4144;Myocarde
4145;Lymphonoeud sinu-atrial
4146;Noeud atrioventriculaire
4147;Faisceau atrioventriculaire
4148;Tronc du faisceau auriculoventriculaire
4149;Jambe du faisceau auriculoventriculaire droite
4150;Jambe du faisceau auriculoventriculaire gauche
4151;Endocarde
4152;Atrium droit
4154;Sillon terminal
4155;Crête terminale
4156;Sinus des veines caves
4157;Fosse ovale
4158;Limbe de la fosse ovale
4159;Oreillette droite
4160;Orifice de la veine cave crâniale
4161;Ouverture de la veine cave caudale
4162;Tubercule interveineux
4163;Valvule de la veine cave caudale
4164;Ostium du sinus coronaire
4165;Valvule du sinus coronaire
4166;Ventricule droit
4167;Orifice atrioventriculaire droit
4168;Valve atrioventriculaire droite [Valve tricuspide]
4169;Point angulaire
4170;Cuspide pariétale
4171;Cuspide septale
4172;Crête supravalvulaire de l'aorte
4173;Cône artériel
4174;Valve pulmonaire
4175;Valve semilunaire intermédiaire
4176;Valve semilunaire droite
4177;Valve semilunaire gauche
4178;Nodules des valvules semilunaires
4179;Lunules des valvules semilunaires
4180;Grand muscle papillaire
4181;Petits muscles papillaires
4182;Muscle papillaire sous-artériel
4183;Trabécule septomarginale droite
4184;Atrium gauche
4185;Oreillette gauche
4186;Valvule du foramen ovale
4187;Orifices des veines pulmonaires
4188;Ventricule gauche
4189;Orifice atrioventriculaire gauche
4190;Valve atrioventriculaire gauche [Valve mitrale]
4191;[Valve bicuspide, mitrale]
4192;Valve septale semilunaire
4193;Muscle papillaire sous-auriculaire
4194;Muscle papillaire sous-atrial
4195;Trabécule septomarginale gauche
4196;Artères
4197;Tronc pulmonaire
4198;Sinus du tronc pulmonaire
4199;Artère pulmonaire droite
4200;Branche des lobes crâniaux de l'artère pulmonaire droite
4201;Branche ascendante de l'artère pulmonaire droite
4202;Branche descendante de l'artère pulmonaire droite
4203;Branche des lobes moyens de l'artère pulmonaire droite
4204;Branche des lobes caudaux de l'artère pulmonaire droite
4205;Lobes accessoires de l'artère pulmonaire droite
4206;Artère pulmonaire gauche
4207;Branche du lobe crânial de l'artère pulmonaire gauche
4208;Branche ascendante de l'artère pulmonaire gauche
4209;Branche descendante de l'artère pulmonaire gauche
4210;Branche du lobe caudal de l'artère pulmonaire gauche
4211;Ligament artériel
4212;Aorte
4213;Aorte ascendante
4214;Bulbe aortique
4215;Sinus aortique
4216;Artère coronaire droite
4217;Branche interventric. subsinusale de l'a. coronaire droite
4218;Branches septales de l'artère coronaire droite
4219;Artère coronaire gauche
4220;Branche interventriculaire paraconale
4221;Branches septales de l'artère coronaire gauche
4222;Branche circonflexe
4223;Branche intermédiaire [marginale ventriculaire gauche]
4224;Branche interventriculaire sous-sinusale
4225;Branches septales
4226;Arc aortique
4227;Corps para-aortique
4228;Tronc brachiocéphalique
4229;Tronc bicarotidien
4230;Artère carotide commune
4230;Artère carotide externe
4231;Artère thyroïdienne caudale
4232;Artère thyroïdienne crâniale
4233;Branche cricothyroïdienne
4234;Artère pharyngienne ascendante
4235;Branches palatines
4236;Branche parotide
4237;Branche sternocleidomastoïdienne
4238;Artères auriculaires rostrales
4239;Artère supratrochléaire
4240;Branche frontale
4241;Artères nasales latérales
4242;Branches périhyoïdiennes
4243;Artère sublinguale
4244;Artère sous-mentale (ov, cap)
4245;Artère linguale profonde
4246;Branches dorsales de la langue
4247;Artère faciale (bo)
4248;Branche glandulaire
4249;Artère submentale
4250;Artères labiales inférieures
4251;Artère labiale supérieure
4252;Artère angulaire de la bouche
4253;Branche nasale rostrale latérale
4254;Branche anastomotique avec l'artère infra-orbitaire
4255;Branche angulaire de l'oeil
4256;Branche méningée (ov, cap)
4257;Branche sternocleidomastoïdienne (cap)
4258;Branche auriculaire latérale
4259;Branche auriculaire intermédiaire (ov, cap)
4260;Branche auriculaire intermédiaire latérale (bo)
4261;Branche auriculaire intermédiaire médiale (bo)
4262;Branche occipitale
4263;Artère auriculaire profonde
4264;Branche massétérique (bo)
4265;Artère temporale superficielle
4266;Artère auriculaire rostrale (ov, cap)
4267;Branche auriculaire médiale
4268;Artère faciale transverse
4269;Branche articulaire du nerf temporomandibulaire (bo)
4270;Branche massétérique (ov, cap)
4271;Artère labiale inférieure (ov, cap)
4272;Artère labiale supérieure (ov, cap)
4273;Artère auriculaire rostrale (bo)
4274;Branche meningée
4275;Artère cornuale
4276;Branche lacrymale (bo, ov)
4277;Artère nasale dorsale (cap)
4278;Branche ptérygoïdienne
4279;Branche mylohyoïdienne
4280;Artère temporale profonde (ov, cap)
4281;Artère temporale caudale profonde (bo)
4282;Artère massétérique
4283;Artère temporale rostrale profonde (bo)
4284;Branche caudale de la rete mirabile épidurale rostrale
4285;Branches rostrales de la rete mirabile épidurale rostrale
4286;Rete mirabile ophtalmique
4287;Artères conjonctivales antérieures
4288;Branche anastomotique avec l'artère ophtalmique interne
4289;Branches musculaires de l'artère lacrymale
4290;Artère palpébrale médiale supérieure (ov, cap)
4291;Artère angulaire de l'œil (bo)
4292;Artère nasale caudale latérale
4293;Artère nasale dorsale (bo, ov)
4294;Branches dentaires des artères infra-orbitaires
4295;Artères nasale latérale rostrale
4296;Tronc linguofacial
4297;Artère palatine ascendante
4298;Artère linguale
4299;Artère faciale
4300;Artère labiale inférieure
4301;Artère nasale latérale
4302;Artère dorsale du nez
4303;Artère angulaire de l'oeil
4304;Branche massétérique
4305;Artère auriculaire caudale
4306;Branche auriculaire intermédiaire
4307;Artère tympanique caudale
4308;Branche articulaire temporomandibulaire
4309;Artère auriculaire rostrale
4310;Artère maxillaire
4311;Artère alvéolaire inférieure
4312;Branches dentaires de l'artère alvéolaire inférieure
4313;Artère mentale
4314;Branches ptérygoïdes
4315;Artère tympanique rostrale
4316;Artère méningée moyenne
4317;Artère temporale caudale profonde
4318;Artère temporale rostrale profonde
4319;Artère ophtalmique externe
4320;Artère centrale de la rétine
4321;Artères ciliaires postérieures longues
4322;Artères ciliaires postérieures courtes
4323;Branches musculaires
4324;Artères ciliaires antérieures
4325;Artères épisclérales
4326;Artères conjonctivales postérieures
4327;Artère supra-orbitaire
4328;Artère lacrymale
4329;Artère palpébrale latérale supérieure
4330;Artère palpébrale inférieure latérale
4331;Artère ethmoïdale externe
4332;Artère méningée rostrale
4333;Artère palpébrale tertiaire
4334;Artère buccale
4335;Artère infra-orbitaire
4336;Artère malaire
4337;Artère palpébrale supérieure médiale
4338;Artère palpébrale inférieure médiale
4339;Branches dentaires
4340;Artère palatine descendante
4341;Petite artère palatine
4342;Artère grande palatine
4343;Artère sphénopalatine
4344;Artères nasales caudales, latérales et septales
4345;Artère carotide interne
4346;Corpuscule carotidien
4347;Sinus carotidien
4348;Artère caroticobasilaire (eq)
4349;Artère intercarotique caudale (Car, eq)
4350;Artère intercarotique rostrale (Car)
4351;Artère stylomastoïdienne
4352;Rete mirabile péridural caudal
4353;Branche du rete mirabile epidural rostral
4354;Artère occipitale
4355;Artère palatine ascendante (bo)
4356;Artère stylomastoïdienne profonde (bo)
4357;Artère condylaire
4358;Branche occipitale de l'artère condylaire
4359;Artère méningée caudale
4360;Rete mirabile épidural rostral
4361;Réseau chiasmatique (bo)
4362;Artère ophtalmique interne
4364;Artères cérébrales
4365;Cercle artériel du cerveau
4366;Artère choroïdienne rostrale
4367;Artère cérébrale rostrale
4368;Artère méningée rostrale (fe)
4369;Artère ethmoïdale interne
4370;Artère communicante rostrale
4371;Branches corticales de l'artère communiquante rostrale
4372;Branches centrales de l'artère communiquante rostrale
4373;Artère cérébrale moyenne
4374;Branches corticales de l'artère cérébrale moyenne
4375;Branches centrales de l'artère cérébrale moyenne
4376;Branches striées de l'artère cérébrale moyenne
4377;Artère communicante caudale
4378;Artère caudale du cerveau
4379;Branches choroïdiennes caudales
4380;Branches corticales
4381;Branches centrales
4382;Artère cérébelleuse rostrale
4383;Artère subclavière
4384;Artère intercostale dorsale
4385;Artère vertébrale thoracique (ca)
4386;Artères intercostales dorsales II et III
4387;Branches dorsales
4388;Branche épineuse
4389;Artère intercostale suprême (fe)
4390;Artère intercostale dorsale droite
4391;Rameaux spinaux
4392;Artère spinale dorsale
4393;Artère spinale ventrale
4394;Branche anastomotique avec l'artère occipitale
4395;Rameau descendant
4396;Artère basilaire
4397;Artère cérébelleuse caudale
4398;Artère labyrinthique
4399;Branches du pont
4400;Artère intercostale dorsale II
4401;Artère intercostale dorsale I gauche
4402;Artères intercostales dorsales III-V
4403;Branche dorsale des artères intercostales dorsales III-V
4404;Branche spinale des artères intercostales dorsales III-V
4405;Artères intercostales dorsales I et II (III)
4406;Branche dorsale des a. intercostales dorsales I et II (III)
4407;Branche spinale des a. intercostales dorsales I et II (III)
4408;Branche descendante de l'artère labyrinthique
4409;Artère cervicale superficielle
4410;Branche ascendante
4411;Branche préscapulaire
4412;Artère suprascapulaire (oc, cap)
4413;Branche acromiale de l'artère suprascapulaire
4414;Branche suprascapulaire (bo)
4415;Branche acromiale
4416;Artère thoracique interne
4417;Artère péricardiacophrénique
4418;Branches thymiques de l'artère péricardiacophrénique
4419;Branches médiastinales de l'artère péricardiacophrénique
4420;Branches perforantes de l'artère péricardiacophrénique
4421;Branches sternales de l'artère péricardiacophrénique
4422;Br. intercostales ventrales de l' a. péricardiacophrénique
4423;Br. intercostales ventrales de l' a. musculophrénique
4424;Rameau phrénique
4425;Artère épigastrique crâniale
4426;Artère épigastrique crâniale superficielle
4427;Branche costo-abdominale ventrale
4428;Tronc costocervical
4429;Artère intercostale suprême
4430;Artères intercostales dorsales II-V
4431;Branche dorsale des artères intercostales dorsales II-V
4432;Branches musculaires des artères intercostales dorsales II-V
4433;Artère dorsale de la scapula
4434;Artère cervicale profonde
4435;Artères intercostales dorsales I
4436;Artère vertébrale
4437;Branches spinales de l'artère vertébrale
4438;Artères cérébrales caudales
4439;Branches de pont de l'artère labyrinthique
4440;Branches thymiques
4441;Branches médiastinales
4442;Branches perforantes
4443;Branches sternales
4444;Artères intercostales ventrales
4445;Artère musculophrénique
4446;Artère axillaire
4447;Branche deltoidienne (ca)
4448;Branches mammaire latérales de l'artère thoracique latérale
4449;Artère nourricière humérale (ca)
4450;Artère dorsale superficielle
4451;Artères digitales dorsales communes I-IV
4452;Artère brachiale superficielle
4453;Artères radiales superficielles
4454;Branche médiale
4455;Artère digitale dorsale commune I
4456;Branche latérale
4457;Artères digitales dorsales communes II-IV
4458;Artère ulnaire
4459;Artère récurrente ulnaire
4460;Branche dorsale
4461;Branche carpienne dorsale
4462;Artère digitale dorsale abaxiale du V
4463;Artère digitale dorsale abaxiale du I
4464;Réseau carpien dorsal
4465;Artères métacarpiennes dorsales I-IV
4466;Branche palmaire superficielle
4467;Arcade palmaire profonde
4468;Artères métacarpiennes palmaires I-IV
4469;Branche perforante proximale
4470;Branche perforante distale
4471;Arcade palmaire superficielle
4472;Artère digitales palmaires communes I-IV
4473;Branche du coussinet métacarpien
4474;Artère interdigitale
4475;Artères digitales palmaires propres
4476;Branches palmaire de la phalange proximale
4477;(Artère dorsale de la phalange proximale)
4478;Branche du coussinet digital
4479;Branche palmaire de la phalange moyenne
4480;(Branche dorsale de la phalange moyenne)
4481;Artère coronale
4482;Artère palmaire de la phalange distale
4483;Arcade terminale
4484;Branche deltoïde
4485;Artère thoracique externe
4486;Artère thoracique latérale
4487;Branches mammaires
4488;Artère subscapulaire
4489;Artère thoracodorsale
4490;Artère circonflexe caudale de l'humérus
4491;Artère suprascapulaire
4492;Artère circonflexe crâniale de l'humérus
4493;Artère collatérale radiale
4494;Artère nourricière de l'humérus
4495;Artère collatérale moyenne
4496;Artère antébrachiale superficielle crâniale
4497;Artère digitale dorsale commune III
4498;Artères digitales dorsales propres
4499;Artère circonflexe de la scapula
4500;Artère brachiale
4501;Artère brachiale profonde
4502;Artère bicipitale
4503;Artère collatérale ulnaire
4504;Réseau articulaire du coude
4505;Artère transverse du coude
4506;Artère profonde de l'avant-bras
4507;Artère interosseuse commune
4508;Artère interosseuse crâniale
4509;Artère interosseuse récurrente
4510;Artère interosseuse caudale
4511;Branche interosseuse de l'artère interosseuse caudale
4512;Branche carpienne dorsale de l'artère interosseuse caudale
4513;Branche carpienne palmaire de l'artère interosseuse caudale
4514;Branche palmaire
4515;Branche superficielle
4516;Branche profonde
4517;Artère médiane
4518;Artère radiale
4519;Branche carpienne palmaire
4520;Branche carpienne dorsale de l'artère radiale
4521;Réseau carpien dorsal de l'artère radiale
4522;Artères métacarpiennes dorsales II et IV
4523;Artère métacarpienne dorsale III
4524;Artères métacarpiennes palmaires II-IV
4525;Branche perforante distale III
4526;Branche ulnaire
4527;Artères digitales palmaires communes II-IV
4528;Artères digitales palmaires propres de la main
4529;Artère interdigitale de la main
4530;Branche dorsale de la phalange proximale de la main
4531;Branche palmaire de la phalange proximale de la main
4532;Branche du coussinet digital de la main
4533;Branche dorsale de la phalange moyenne de la main
4534;Artère coronale de la main
4535;Branche palmaire de la phalange moyenne de la main
4536;Branche palmaire de la phalange distale de la main
4537;Branche dorsale de la phalange distale de la main
4538;Arc terminal de la main
4539;Branche deltoïde (bo)
4540;Artère suprascapulaire (bo)
4541;Artères digitales dorsales communes II et III
4542;Artère digitale dorsale commune du IV
4543;Branche perforante proximal du III
4544;Artère digitale palmaire commune du II
4545;Artère digitale palmaire axiale propre du II
4546;Artère digitale palmaire abaxiale propre du III
4547;Artère digitale palmaire commune du III
4548;Artères digitales palmaires axiales propres des III et IV
4549;Artère digitale palmaire commune IV
4550;Artère digitale palmaire abaxiale propre du IV
4551;Artère digitale palmaire axiale propre du V
4552;Branches carpiennes dorsales
4553;Artère radiale proximale
4554;Branche carpienne dorsale de l'artère radiale proximale
4555;Artères métacarpiennes dorsales II et III
4556;Br. carpienne palmaire des a. métacarpiennes dors. II et III
4557;Artère radiale des artères métacarpiennes dorsales II et III
4558;Br. carpienne dorsale des a. métacarpiennes dors. II et III
4559;Branche anastomotique avec a. métacarpien dorsale du II
4560;Artères métacarpiennes palmaires II et III
4561;Branche anastomotique avec a. métacarpienne dorsale du III
4562;(Arcade palmaire superficielle)
4563;Artère digitale médiale [palmaire propre du III]
4564;Artère du bord solaire
4565;Artère digitale latérale [palmaire propre du III]
4566;Aorte descendante
4567;Aorte thoracique
4568;Artère broncho-œsophagienne
4569;Branche bronchique de l'artère broncho-œsophagienne
4570;Branche œsophagienne de l'artère broncho-œsophagienne
4571;Branches œsophagiennes de l'artère broncho-œsophagienne
4572;Branches péricardiques de l'artère broncho-œsophagienne
4573;Branches médiastinales de l'artère broncho-œsophagienne
4574;Artère phrénique crâniale (eq)
4575;Artères intercostales dorsales
4576;Br. cutanée médiale des a. intercostales dorsales II-V
4577;Branche collatérale (Car, su)
4578;Branches latérales des artères intercostales dorsales II-V
4579;Branches mammaires des artères intercostales dorsales II-V
4580;Branches phréniques des artères intercostales dorsales II-V
4581;Artère costo-abdominale dorsale
4582;Branche dorsale de l'artère costo-abdominale dorsale
4583;Branche spinale de l'artère costo-abdominale dorsale
4584;Branche cutanée médiale de l'artère costo-abdominale dorsale
4585;Branches cutanées latérales
4586;Aorte abdominale
4587;Artère phrénique caudale
4588;Branches surrénaliennes crâniales
4589;Artère abdominale crâniale
4590;Artères lombaires
4591;Branches phréniques (su, Ru)
4592;Branches surrénales (ca, Ru)
4593;Branche spinales des artères lombaires
4594;Branche dorsale des artères lombaires
4595;Branche cutanée médiale
4596;Branche cutanée latérale
4597;Artère circonflexe iliaque profonde
4598;Branches crâniales
4599;Branches caudales
4600;Artère sacrale médiane (Car, su, Ru)
4601;Artère lombaire VI (VII) (su, ov, cap)
4602;Branches sacrées
4603;Branches spinales des artère lombaires
4604;Branche dorsale de l'artère lombaire
4605;Artère sacrale latérale (fe)
4606;(Artère sacrale latérale) (ca)
4607;(Artère sacrale médiane) (eq)
4608;Artère caudale médiane
4609;Branches caudales de l'artère caudale mediane
4610;Artère caudale ventrolatérale
4611;Artère caudale dorsolatérale
4612;Corps caudaux
4613;Artère coeliaque
4614;(Artère phrénique caudale) (fe)
4615;Artère du diverticule
4616;Branche pancréatique
4617;Branche gastrosplénique
4618;Artères phréniques caudales
4619;Artère réticulaire accessoire
4620;Branche droite de l'artère hépatique
4621;Artère du lobe caudé
4622;Artère cystique
4623;Branche gauche de l'artère cystique
4624;Artère ruminale gauche
4625;Artère réticulaire
4626;Branches phréniques
4627;Branche épiploique
4628;Artère ruminale droite
4629;Artère gastrique gauche
4630;Branche viscérale
4631;Branche pariétale
4632;Artère hépatique
4633;Branches pancréatiques de l'artère hépatique
4634;Artère gastrique droite
4635;Artère gastroduodénale
4636;Artèree pancréatique crâniale
4637;Artère gastro-épiploïque droite
4638;Branche droite de l'artère gastro-épiploïque droite
4639;Branche gauche de l'artère gastro-épiploïque droite
4640;Artère splénique
4641;Branches pancréatiques de l'artère splénique
4642;Artères gastriques courtes
4643;Artère gastro-épiploïque gauche
4644;Artère mésentérique crâniale
4645;Branches pancréatiques (Ru)
4646;Artère pancréaticoduodénale caudale
4647;Artères jéjunales
4648;Branches coliques droites (ov, cap)
4649;Branche collatérale (bo)
4650;Artères iléales
4651;Artère iléocolique
4652;Branche iléale mésentérique
4653;Artère caecalis (Car, su, Ru)
4654;Branche antimésentérique iléale (Car, Ru)
4655;Artère caecale médiale (eq)
4656;Artère caecale latérale (eq)
4657;Branche colique
4658;Branches coliques
4659;Artères coliques droites
4660;Artère colique droite
4661;Artère colique moyenne
4662;Artère mésentérique caudale
4663;Artère colique gauche
4664;Artères sigmoïdiennes
4665;Artère rectale crâniale
4666;Artère surrénale moyenne (Car)
4667;Artères surrénales moyennes (su)
4668;Branches surrénales caudales
4669;Branche urétérale
4670;Artère testiculaire
4671;Branches de l'épididyme
4672;Branches du canal déférent
4673;Artère ovarique
4674;Branche tubaire de l'artère ovarique
4675;Branche utérine
4676;Artère iliaque interne
4677;Artère ombilicale
4678;Artère vésicale crâniale (fe)
4679;(Artère vésicale crâniale) (ca)
4680;Ligament rond de la vessie
4681;Artère glutéale crâniale (fe)
4682;Artère obturatrice
4683;Artère iliolombaire
4684;Artère glutéale caudale
4685;Artère iliolombaire (ca)
4686;Artère glutéale crâniale (ca)
4687;Artère satelitte du nerf sciatique
4688;Artère caudale latérale
4689;Artère périnéale dorsale
4690;Artère pudendale interne
4691;Artère du conduit déférent
4692;Artère utérine
4693;Artère urétrale
4694;Branche scrotale dorsale
4695;Branche labiale dorsale de l'artère rectale caudale
4696;Branche urétérique de l'artère du canal déférent
4697;Branche urétérique de l'artère utérine
4698;Branche utérine de l'artère vaginale
4699;Branche urétérique de l'artère vésicale caudale
4700;Branche urétrale de l'artère vésicale caudale
4701;Branches scrotales dorsales
4702;Branches labiales dorsales
4703;Artère lombaire VI (bo)
4704;Branches sacrales I et II (bo)
4705;Branche de l'artère prostatique pour le canal déférent
4706;Branche urétérique de l'artère vésiculaire caudale
4707;Branche urétrale de l'artère vésiculaire caudale
4708;Artère urétrale (bo)
4709;Artère vestibulaire (bo)
4710;Branche labiale dorsale et mammaire
4711;Artère urétrale (ov, cap)
4712;Artère clitoridienne
4713;Artère du bulbe du vestibule (ov, calotte)
4714;Artères lombaires V et VI
4715;Artère glutéale crâniale
4716;Artère iliacofémorale
4717;Branche ascendante de l'artère iliofémorale
4718;Artère moyenne du pénis
4719;Artère moyenne du clitoris
4720;Artère profonde du clitoris
4721;Artère dorsale du clitoris
4722;Branches sacrées de l'artère clitoridienne dorsale
4723;Branche spinale de l'artère clitoridienne dorsale
4724;Branche dorsale de l'artère clitoridienne dorsale
4725;Branches caudales de l'artère clitoridienne ventrolatérale
4726;Artères vésicales crâniales
4727;Artère prostatique
4728;Branche du canal déférent
4729;Artère vésicale caudale
4730;Branche urétrale
4731;Artère rectale moyenne
4732;Artère vaginale
4733;Branche vestibulaire
4734;Artère périnéale ventrale
4735;Artère rectale caudale
4736;Branche labiale dorsale
4737;Artère du pénis
4738;Artère du bulbe du pénis
4739;Artère profonde du pénis
4740;Artère dorsale du pénis
4741;Artère du bulbe du vestibule
4742;Artère iliaque externe
4743;Branche crâniale de l'artère iliaque circonflexe profonde
4744;Branche caudale de l'artère iliaque circonflexe profonde
4745;Artère crémasterique (eq)
4746;Artère utérine (eq)
4747;Artère fémorale profonde
4748;Tronc pudendo-épigastrique
4749;Artère abdominale caudale (bo, ov)
4750;Artère crémasterique (bo, cap)
4751;Artère épigastrique caudale
4752;Artère vésicale moyenne (su)
4753;Artère crémasterique (ov)
4754;Artère vésicale moyenne (Car)
4755;Artère crémasterique (Car, su)
4756;Artère du ligament rond de l'utérus (Car)
4757;Organes génitaux externes
4758;Branche scrotale ventrale
4759;Branche labiale ventrale [Artère mammaire caudale (Ru, eq)]
4760;Artère crâniale du pénis (eq)
4761;Artère épigastrique caudale superficielle
4762;[Artère mammaire crâniale (Ru, éq)]
4763;Branches pépuciales
4764;Artère circonflexe fémorale médiale
4765;Branche obturatrice de l'artère circonflexe fémorale médiale
4766;Branche profonde de l'artère circonflexe médiale de la cuisse
4767;Branche ascendante de l'artère circonflexe méd. de la cuisse
4768;Branche transverse de l'artère circonflexe fémorale médiale
4769;Branche acétabulaire
4770;Artère abdominale caudale (Car)
4771;Artère fémorale
4772;Artère circonflexe superficielle iliaque (ca)
4773;Artère circonflexe fémorale latérale
4774;Rameau ascendant de l'artère circonflexe fémorale latérale
4775;Rameau descendant de l'artère circonflexe fémorale latérale
4776;Branche transverse de l'artère circonflexe fémorale latérale
4777;Artère fémorale caudale proximale
4778;Artère saphène
4779;Branche articulaire du genou
4780;Branche crâniale de l'artère saphène
4781;Artère digitale dorsale abaxiale II (fe)
4782;Artères digitales dorsales communes II-IV (fe), I-IV (ca)
4783;Artère digitale dorsale abaxiale V (fe)
4784;Branche caudale de l'artère digitale dorsale abaxiale V (fe)
4785;Branches calcanéennes de l'artère dorsale abaxale V (fe)
4786;Réseau calcanéen de l'artère digitale dorsale abaxiale (fe)
4787;Branche profonde (ca)
4788;Br. superficielle de l'a. digitale dorsale abaxiale V (fe)
4789;Artères digitales plantaires communes II-IV
4790;Branche du coussinet métatarsien
4791;Artères digitales plantaires propres
4792;Artères métatarsiennes plantaires II-IV
4793;Br. perforante distale des a. métatarsiennes plantaires II-IV
4794;Artère fémorale caudale médiale
4795;Artère fémorale caudale distale
4796;Artère poplitée
4797;Artère latérale proximale du genou
4798;Artère médiale proximale du genou
4799;Artère moyenne du genou
4800;Artères surales
4801;Artère latérale distale du genou
4802;Artère médiale distale du genou
4803;Réseau articulaire du genou
4804;Réseau patellaire
4805;Artère récurrente tibiale caudale
4806;Artère tibiale crâniale
4807;Artère récurrente tibiale crâniale
4808;Artère nourricière du tibia et de la fibula
4809;Br. sup. de l'artère nourricière du tibia et de la fibula
4810;Artère digitale dorsale abaxiale V (ca)
4811;Branche interosseuse de l'a. digitale dorsale abaxiale V (ca)
4812;Branches malléolaires
4813;Artère arquée
4814;Artères métatarsiennes dorsales II-IV
4815;Branche proximale perforante II
4816;Branches perforantes proximales II-IV
4817;Artères métatarsiennes dorsales II et IV
4818;Branche superficielle des artères digitales dorsales propres
4819;Artères fémorales caudales
4820;Artère nourricière de la fibula
4821;Artère perforante proximale du tarse
4822;Artère tarsienne médiale
4823;Artère tarsienne distale perforante
4824;Branche circonflexe de la fibula
4828;Artère digitale plantaire commune du II
4829;Artère digitale plantaire axiale propre du II
4830;Artère digitale plantaire abaxiale propre du III
4831;Branche dorsale de la phalange proximale
